1	1	4662
1	26	4662
1	280	4662
1	283	4662
1	586	4662
1	2392	4662
1	3403	4662
1	2	4663
1	13	4663
1	179	4663
1	200	4663
1	1181	4663
1	2197	4663
1	3	4664
1	30	4664
1	444	4664
1	556	4664
1	1079	4664
1	2505	4664
1	4	4665
1	96	4665
1	97	4665
1	120	4665
1	1032	4665
1	1194	4665
1	3535	4665
1	5	4666
1	58	4666
1	329	4666
1	6	4667
1	31	4667
1	38	4667
1	160	4667
1	963	4667
1	1510	4667
1	1594	4667
1	2413	4667
1	3792	4667
1	4487	4667
1	8	4669
1	17	4669
1	1292	4669
1	9	4670
1	63	4670
1	114	4670
1	10	4671
1	15	4671
1	164	4671
1	303	4671
1	546	4671
1	686	4671
1	1703	4671
1	11	4672
1	47	4672
1	65	4672
1	204	4672
1	360	4672
1	510	4672
1	3418	4672
1	12	4673
1	46	4673
1	2179	4673
1	4448	4673
1	16	4674
1	64	4674
1	564	4674
1	898	4674
1	1936	4674
1	18	4675
1	404	4675
1	482	4675
1	916	4675
1	19	4676
1	71	4676
1	151	4676
1	1095	4676
1	1533	4676
1	20	4677
1	23	4677
1	25	4677
1	99	4677
1	263	4677
1	330	4677
1	331	4677
1	3592	4677
1	39	4678
1	3306	4678
1	158	4679
1	221	4679
1	268	4679
1	271	4679
1	321	4679
1	621	4679
1	944	4679
1	1314	4679
1	1451	4679
1	1588	4679
1	1721	4679
1	1946	4679
1	3134	4679
1	24	4680
1	1565	4680
1	1751	4680
1	3065	4680
1	27	4681
1	86	4681
1	28	4682
1	116	4682
1	552	4682
1	3029	4682
1	29	4683
1	4375	4683
1	32	4684
1	33	4685
1	118	4685
1	279	4685
1	428	4685
1	473	4685
1	582	4685
1	1291	4685
1	1356	4685
1	1590	4685
1	2101	4685
1	2359	4685
1	2520	4685
1	3028	4685
1	34	4686
1	59	4686
1	305	4686
1	496	4686
1	709	4686
1	803	4686
1	1848	4686
1	36	4688
1	37	4688
1	53	4688
1	111	4688
1	112	4688
1	150	4688
1	187	4688
1	512	4688
1	940	4688
1	1787	4688
1	1985	4688
1	40	4689
1	229	4689
1	4387	4689
1	41	4690
1	565	4690
1	1060	4690
1	1537	4690
1	42	4691
1	278	4691
1	469	4691
1	639	4691
1	694	4691
1	757	4691
1	784	4691
1	43	4692
1	44	4693
1	220	4693
1	652	4693
1	662	4693
1	1723	4693
1	1158	4694
1	2089	4694
1	2211	4694
1	3516	4694
1	4152	4694
1	4208	4694
1	48	4695
1	159	4695
1	50	4696
1	193	4696
1	874	4696
1	2649	4696
1	51	4697
1	115	4697
1	647	4697
1	1096	4697
1	1391	4697
1	3652	4697
1	420	4698
1	727	4698
1	2454	4698
1	54	4699
1	186	4699
1	276	4699
1	507	4699
1	520	4699
1	527	4699
1	584	4699
1	627	4699
1	632	4699
1	882	4699
1	1005	4699
1	1185	4699
1	1506	4699
1	2509	4699
1	2795	4699
1	2949	4699
1	55	4700
1	56	4701
1	57	4702
1	205	4702
1	405	4702
1	4438	4702
1	92	4703
1	141	4703
1	213	4703
1	247	4703
1	506	4703
1	1755	4703
1	4058	4703
1	61	4704
1	91	4704
1	152	4704
1	347	4704
1	365	4704
1	384	4704
1	808	4704
1	1150	4704
1	1163	4704
1	1526	4704
1	2278	4704
1	62	4705
1	126	4705
1	226	4705
1	633	4705
1	3656	4705
1	67	4706
1	78	4706
1	232	4706
1	68	4707
1	790	4707
1	69	4708
1	80	4708
1	1490	4708
1	3584	4708
1	70	4709
1	251	4709
1	299	4709
1	317	4709
1	352	4709
1	439	4709
1	891	4709
1	1241	4709
1	1366	4709
1	1464	4709
1	1512	4709
1	1733	4709
1	2335	4709
1	2967	4709
1	3334	4709
1	4249	4709
1	4263	4709
1	72	4710
1	100	4710
1	163	4710
1	478	4710
1	802	4710
1	1414	4710
1	2536	4710
1	3699	4710
1	456	4711
1	1445	4711
1	2147	4711
1	2535	4711
1	4035	4711
1	74	4712
1	423	4712
1	770	4712
1	1036	4712
1	2802	4712
1	75	4713
1	249	4713
1	419	4713
1	693	4713
1	990	4713
1	3389	4713
1	76	4714
1	900	4714
1	1191	4714
1	2135	4714
1	77	4715
1	316	4715
1	1091	4715
1	3388	4715
1	81	4716
1	83	4718
1	1820	4718
1	2201	4718
1	3239	4718
1	84	4719
1	989	4719
1	1357	4719
1	85	4720
1	87	4721
1	435	4721
1	1372	4721
1	2310	4721
1	88	4722
1	340	4722
1	976	4722
1	89	4723
1	90	4724
1	93	4725
1	161	4725
1	430	4725
1	94	4726
1	476	4726
1	679	4726
1	1339	4726
1	95	4727
1	3977	4727
1	421	4729
1	661	4729
1	692	4729
1	837	4729
1	945	4729
1	1009	4729
1	1159	4729
1	102	4730
1	1716	4730
1	3395	4730
1	103	4731
1	117	4731
1	184	4731
1	201	4731
1	1303	4731
1	104	4732
